municipality,item_id,axis_name,item_name,scale,max_points,points,status,confidence,source_title,source_url,evidence,note
名護市,IV-1,BPR・業務改革,BPR・業務改善の専管組織／推進体制,体制,5,5,満点,B,業務改善推進室,https://www.city.nago.okinawa.jp/soshiki/soumubu/gyoumukaizensuishin/,組織一覧に「業務改善推進室」を確認。業務改善・庁内DX推進を所掌,業務改善専管の室が存在するため満点（5点）
名護市,IV-2,BPR・業務改革,BPR実施実績の公表,実装成果,5,2.5,部分点,A,名護市DX推進計画,https://www.city.nago.okinawa.jp/articles/2025050200017/file_contents/DXsuishinkeikaku.pdf,"55課125係・6,518業務の全庁業務量調査と40業務の作業フロー作成を確認（第5回DR）",実施の事実と規模は公表されているが削減時間等の実績は未確認のため半点（2.5点）
名護市,V-1,デジタル人材,育成方針・研修体系,体制,5,2.5,部分点,A,令和6年度 自治体DX・情報化推進概要 個別資料（１）自治体DXの推進体制等（市区町村）,https://www.soumu.go.jp/main_content/001048599.zip,総務省2024年度調査で職員のデジタル人材育成（研修）の実施を確認（第5回DRが10市で確認）,研修実施の確認にとどまり、育成方針・計画の策定公表は未確認のため半点（2.5点）
名護市,V-2,デジタル人材,外部専門人材の活用,体制,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
名護市,V-3,デジタル人材,デジタル人材の採用・配置,体制,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
名護市,VI-1,住民サービス・データ活用,LINE等を活用した行政サービス,実装成果,4,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
名護市,VI-2,住民サービス・データ活用,マイナンバーカード活用サービス,実装成果,4,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
名護市,VI-3,住民サービス・データ活用,オープンデータ,実装成果,4,2,部分点,A,デジタル庁「地方公共団体オープンデータ取組済自治体一覧」,https://www.digital.go.jp/resources/open_data,デジタル庁「地方公共団体オープンデータ取組済自治体一覧」（2026-06-30）に掲載。オープンデータ公開ページ／カタログ掲載を11市すべてで確認（第5回DR）,推奨データセットの公開と更新継続を全市同条件で確認できないため半点（2点）
名護市,VI-4,住民サービス・データ活用,公共施設予約等のオンライン化,実装成果,3,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
糸満市,I-1,DX推進方針・推進体制,DX推進計画・方針の策定,体制,6,6,満点,A,糸満市ＤＸ推進方針,https://www.city.itoman.lg.jp/soshiki/8/22449.html,企画部情報政策課が独立したDX推進方針を策定・公表（第1回DR・確度A検証済）,独立したDX推進計画・推進方針を策定・公表しているため満点（6点）
糸満市,I-2,DX推進方針・推進体制,計画の現行性,体制,4,4,満点,B,糸満市ＤＸ推進方針,https://www.city.itoman.lg.jp/soshiki/8/22449.html,第5回DRが現行の方針であることを確認,調査時点（2026年9月15日）が計画期間内であるため満点（4点）。※方針の期間表記は未確認のため確度B
糸満市,I-3,DX推進方針・推進体制,全庁的推進本部の設置,体制,5,2,部分点,A,令和6年度 自治体DX・情報化推進概要 個別資料（１）自治体DXの推進体制等（市区町村）,https://www.soumu.go.jp/main_content/001048599.zip,総務省2024年度調査で「全庁的・横断的な推進体制あり」と回答（第5回DRが11市すべてで確認）,全庁的・横断的な推進体制の存在は確認できたが、設置要綱等の規程本文は未確認のため半点（2点）
糸満市,I-4,DX推進方針・推進体制,ロードマップ・KPI・進捗公表,体制,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
糸満市,II-1,行政手続DX,電子申請基盤の運用,実装成果,5,5,満点,A,令和6年度 自治体DX・情報化推進概要 個別資料（行政サービスの向上・高度化（市区町村））,https://www.soumu.go.jp/main_content/001048599.zip,汎用的電子申請システムについて「導入済み」と回答（第4回DR・自治体別Excel）,稼働中の電子申請窓口を確認したため満点（5点）
糸満市,II-2,行政手続DX,オンライン化対象手続の公表,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
糸満市,II-3,行政手続DX,書かない窓口・窓口DX,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
糸満市,II-4,行政手続DX,キャッシュレス収納,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
糸満市,III-1,内部業務DX,電子決裁・文書管理,実装成果,5,0,0点（確認済み）,A,令和6年度 自治体DX・情報化推進概要 個別資料（行政サービスの向上・高度化（市区町村））,https://www.soumu.go.jp/main_content/001048599.zip,人事給与・財務会計・文書管理の3システムとも「電子決裁機能なし」と回答（第4回DR・自治体別Excel）,第5回DRまでに当該自治体を名指しで「無い／未実施」と報告している。公的調査における明示的な不存在回答であり、確認済み0点として扱う（未確認ではない）
糸満市,III-2,内部業務DX,RPA・AI-OCR,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
糸満市,III-3,内部業務DX,生成AIの業務利用,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
糸満市,III-4,内部業務DX,ノーコード・ローコード／情報共有基盤,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
糸満市,IV-1,BPR・業務改革,BPR・業務改善の専管組織／推進体制,体制,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
糸満市,IV-2,BPR・業務改革,BPR実施実績の公表,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
糸満市,V-1,デジタル人材,育成方針・研修体系,体制,5,0,0点（確認済み）,A,令和6年度 自治体DX・情報化推進概要 個別資料（１）自治体DXの推進体制等（市区町村）,https://www.soumu.go.jp/main_content/001048599.zip,総務省2024年度調査で職員のデジタル人材育成を「実施していない」と明示的に回答（第5回DR）,第5回DRまでに当該自治体を名指しで「無い／未実施」と報告している。公的調査における明示的な不存在回答であり、確認済み0点として扱う（未確認ではない）
糸満市,V-2,デジタル人材,外部専門人材の活用,体制,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
糸満市,V-3,デジタル人材,デジタル人材の採用・配置,体制,5,5,満点,A,令和6年度 自治体DX・情報化推進概要 個別資料（１）自治体DXの推進体制等（市区町村）,https://www.soumu.go.jp/main_content/001048599.zip,総務省2024年度調査でデジタル職種・採用区分「あり」／6人と回答（第5回DR）,ICT区分採用・専門職配置を確認したため満点（5点）
糸満市,VI-1,住民サービス・データ活用,LINE等を活用した行政サービス,実装成果,4,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
糸満市,VI-2,住民サービス・データ活用,マイナンバーカード活用サービス,実装成果,4,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
糸満市,VI-3,住民サービス・データ活用,オープンデータ,実装成果,4,2,部分点,A,デジタル庁「地方公共団体オープンデータ取組済自治体一覧」,https://www.digital.go.jp/resources/open_data,デジタル庁「地方公共団体オープンデータ取組済自治体一覧」（2026-06-30）に掲載。オープンデータ公開ページ／カタログ掲載を11市すべてで確認（第5回DR）,推奨データセットの公開と更新継続を全市同条件で確認できないため半点（2点）
糸満市,VI-4,住民サービス・データ活用,公共施設予約等のオンライン化,実装成果,3,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
沖縄市,I-1,DX推進方針・推進体制,DX推進計画・方針の策定,体制,6,6,満点,B,沖縄市DX推進計画の概要（2022〜2026年度）,https://www.city.okinawa.okinawa.jp/documents/16478/dxsuishinkeikakugaiyou.pdf,独立した沖縄市DX推進計画の策定・公表を確認。第5回DRが現行計画であることを確認,独立したDX推進計画・推進方針を策定・公表しているため満点（6点）
沖縄市,I-2,DX推進方針・推進体制,計画の現行性,体制,4,4,満点,A,沖縄市DX推進計画の概要（2022〜2026年度）,https://www.city.okinawa.okinawa.jp/documents/16478/dxsuishinkeikakugaiyou.pdf,計画期間2022〜2026年度。調査時点は2026年度内,調査時点（2026年9月15日）が計画期間内であるため満点（4点）
沖縄市,I-3,DX推進方針・推進体制,全庁的推進本部の設置,体制,5,2,部分点,A,令和6年度 自治体DX・情報化推進概要 個別資料（１）自治体DXの推進体制等（市区町村）,https://www.soumu.go.jp/main_content/001048599.zip,総務省2024年度調査で「全庁的・横断的な推進体制あり」と回答（第5回DRが11市すべてで確認）,全庁的・横断的な推進体制の存在は確認できたが、設置要綱等の規程本文は未確認のため半点（2点）
沖縄市,I-4,DX推進方針・推進体制,ロードマップ・KPI・進捗公表,体制,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
沖縄市,II-1,行政手続DX,電子申請基盤の運用,実装成果,5,2.5,部分点,A,令和6年度 自治体DX・情報化推進概要 個別資料（行政サービスの向上・高度化（市区町村））,https://www.soumu.go.jp/main_content/001048599.zip,汎用的電子申請システムについて「令和6年度以降に導入予定」と回答（第4回DR・自治体別Excel）,ルーブリックの「導入予定の公表のみ」に該当（2.5点）。2026年時点の稼働は未確認のため満点にしない
沖縄市,II-2,行政手続DX,オンライン化対象手続の公表,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
沖縄市,II-3,行政手続DX,書かない窓口・窓口DX,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
沖縄市,II-4,行政手続DX,キャッシュレス収納,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
沖縄市,III-1,内部業務DX,電子決裁・文書管理,実装成果,5,2.5,部分点,A,令和6年度 自治体DX・情報化推進概要 個別資料（行政サービスの向上・高度化（市区町村））,https://www.soumu.go.jp/main_content/001048599.zip,文書管理システムに電子決裁機能があり決裁率を把握していると回答（第4回DR・自治体別Excel）,導入の確認にとどまる。満点条件「全庁導入かつ電子決裁率を公表」は未確認のため半点（2.5点）。総務省調査の「決裁率を把握している」は決裁率の公表とは異なる
沖縄市,III-2,内部業務DX,RPA・AI-OCR,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
沖縄市,III-3,内部業務DX,生成AIの業務利用,実装成果,5,2.5,部分点,B,沖縄市DX推進計画の概要／生成AIサービス利用契約（2025年8月〜）,https://www.city.okinawa.okinawa.jp/documents/16478/dxsuishinkeikakugaiyou.pdf,2025年8月からの生成AIサービス利用契約を確認（第5回DR）,利用ガイドラインの公表と全庁利用は未確認のため半点（2.5点）。第5回DRの満点候補は採用しない
沖縄市,III-4,内部業務DX,ノーコード・ローコード／情報共有基盤,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
沖縄市,IV-1,BPR・業務改革,BPR・業務改善の専管組織／推進体制,体制,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
沖縄市,IV-2,BPR・業務改革,BPR実施実績の公表,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
沖縄市,V-1,デジタル人材,育成方針・研修体系,体制,5,2.5,部分点,A,令和6年度 自治体DX・情報化推進概要 個別資料（１）自治体DXの推進体制等（市区町村）,https://www.soumu.go.jp/main_content/001048599.zip,総務省2024年度調査で職員のデジタル人材育成（研修）の実施を確認（第5回DRが10市で確認）,研修実施の確認にとどまり、育成方針・計画の策定公表は未確認のため半点（2.5点）
沖縄市,V-2,デジタル人材,外部専門人材の活用,体制,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
沖縄市,V-3,デジタル人材,デジタル人材の採用・配置,体制,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
沖縄市,VI-1,住民サービス・データ活用,LINE等を活用した行政サービス,実装成果,4,4,満点,A,沖縄市DX推進計画の概要,https://www.city.okinawa.okinawa.jp/documents/16478/dxsuishinkeikakugaiyou.pdf,申請・通報等の双方向サービスを確認（第5回DR）,手続・通報等の双方向機能を確認したため満点（4点）。第5回DRの5点候補は配点超過のため採用しない
沖縄市,VI-2,住民サービス・データ活用,マイナンバーカード活用サービス,実装成果,4,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
沖縄市,VI-3,住民サービス・データ活用,オープンデータ,実装成果,4,2,部分点,A,沖縄市データポータルサイト,https://www.city.okinawa.okinawa.jp/k010-004/contents/p00014.html,デジタル庁「地方公共団体オープンデータ取組済自治体一覧」（2026-06-30）に掲載。オープンデータ公開ページ／カタログ掲載を11市すべてで確認（第5回DR）,推奨データセットの公開と更新継続を全市同条件で確認できないため半点（2点）
沖縄市,VI-4,住民サービス・データ活用,公共施設予約等のオンライン化,実装成果,3,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
豊見城市,I-1,DX推進方針・推進体制,DX推進計画・方針の策定,体制,6,6,満点,B,「豊見城市デジタルファースト宣言」について,https://www.city.tomigusuku.lg.jp/soshiki/1/1007/gyomuannai/8/1/1/780.html,首長名で独立したデジタル推進方針を公表。第5回DRは総務省調査・市計画により全体方針ありと確認,独立したDX推進計画・推進方針を策定・公表しているため満点（6点）。※方針文書の名称までは第5回DRが明示しておらず、次回の再確認対象
豊見城市,I-2,DX推進方針・推進体制,計画の現行性,体制,4,4,満点,B,「豊見城市デジタルファースト宣言」について,https://www.city.tomigusuku.lg.jp/soshiki/1/1007/gyomuannai/8/1/1/780.html,第5回DRが現行計画であることを確認,調査時点（2026年9月15日）が計画期間内であるため満点（4点）。※計画名・期間の明示は未確認のため確度B
豊見城市,I-3,DX推進方針・推進体制,全庁的推進本部の設置,体制,5,2,部分点,A,令和6年度 自治体DX・情報化推進概要 個別資料（１）自治体DXの推進体制等（市区町村）,https://www.soumu.go.jp/main_content/001048599.zip,総務省2024年度調査で「全庁的・横断的な推進体制あり」と回答（第5回DRが11市すべてで確認）,全庁的・横断的な推進体制の存在は確認できたが、設置要綱等の規程本文は未確認のため半点（2点）
豊見城市,I-4,DX推進方針・推進体制,ロードマップ・KPI・進捗公表,体制,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
豊見城市,II-1,行政手続DX,電子申請基盤の運用,実装成果,5,5,満点,A,令和6年度 自治体DX・情報化推進概要 個別資料（行政サービスの向上・高度化（市区町村））,https://www.soumu.go.jp/main_content/001048599.zip,汎用的電子申請システムについて「導入済み」と回答（第4回DR・自治体別Excel）,稼働中の電子申請窓口を確認したため満点（5点）
豊見城市,II-2,行政手続DX,オンライン化対象手続の公表,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
豊見城市,II-3,行政手続DX,書かない窓口・窓口DX,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
豊見城市,II-4,行政手続DX,キャッシュレス収納,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
豊見城市,III-1,内部業務DX,電子決裁・文書管理,実装成果,5,2.5,部分点,A,令和6年度 自治体DX・情報化推進概要 個別資料（行政サービスの向上・高度化（市区町村））,https://www.soumu.go.jp/main_content/001048599.zip,財務会計・文書管理システムに電子決裁機能ありと回答（第4回DR・自治体別Excel）,導入の確認にとどまる。満点条件「全庁導入かつ電子決裁率を公表」は未確認のため半点（2.5点）。総務省調査の「決裁率を把握している」は決裁率の公表とは異なる
豊見城市,III-2,内部業務DX,RPA・AI-OCR,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
豊見城市,III-3,内部業務DX,生成AIの業務利用,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
豊見城市,III-4,内部業務DX,ノーコード・ローコード／情報共有基盤,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
豊見城市,IV-1,BPR・業務改革,BPR・業務改善の専管組織／推進体制,体制,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
豊見城市,IV-2,BPR・業務改革,BPR実施実績の公表,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
豊見城市,V-1,デジタル人材,育成方針・研修体系,体制,5,2.5,部分点,A,令和6年度 自治体DX・情報化推進概要 個別資料（１）自治体DXの推進体制等（市区町村）,https://www.soumu.go.jp/main_content/001048599.zip,総務省2024年度調査で職員のデジタル人材育成（研修）の実施を確認（第5回DRが10市で確認）,研修実施の確認にとどまり、育成方針・計画の策定公表は未確認のため半点（2.5点）
豊見城市,V-2,デジタル人材,外部専門人材の活用,体制,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
豊見城市,V-3,デジタル人材,デジタル人材の採用・配置,体制,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
豊見城市,VI-1,住民サービス・データ活用,LINE等を活用した行政サービス,実装成果,4,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
豊見城市,VI-2,住民サービス・データ活用,マイナンバーカード活用サービス,実装成果,4,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
豊見城市,VI-3,住民サービス・データ活用,オープンデータ,実装成果,4,2,部分点,A,デジタル庁「地方公共団体オープンデータ取組済自治体一覧」,https://www.digital.go.jp/resources/open_data,デジタル庁「地方公共団体オープンデータ取組済自治体一覧」（2026-06-30）に掲載。オープンデータ公開ページ／カタログ掲載を11市すべてで確認（第5回DR）,推奨データセットの公開と更新継続を全市同条件で確認できないため半点（2点）
豊見城市,VI-4,住民サービス・データ活用,公共施設予約等のオンライン化,実装成果,3,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
うるま市,I-1,DX推進方針・推進体制,DX推進計画・方針の策定,体制,6,3,部分点,B,地域情報化計画について,https://www.city.uruma.lg.jp/1002004000/contents/1813.html,DX単独計画ではなく地域情報化計画がDX推進の根拠計画（第1回DR）。独立したDX推進計画・方針の策定は未確認,関連計画（地域情報化計画）への包含にとどまるためルーブリックの半点条件に該当（3点）
うるま市,I-2,DX推進方針・推進体制,計画の現行性,体制,4,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
うるま市,I-3,DX推進方針・推進体制,全庁的推進本部の設置,体制,5,5,満点,A,うるま市DX推進本部設置要綱,https://www1.g-reiki.net/uruma/reiki_honbun/r170RG00002011.html,第4条「本部長は最高情報統括責任者(CIO)」第9条「庶務は総務部DX推進課において処理」,設置要綱という規程本文を直接確認したため満点（5点）
うるま市,I-4,DX推進方針・推進体制,ロードマップ・KPI・進捗公表,体制,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
うるま市,II-1,行政手続DX,電子申請基盤の運用,実装成果,5,5,満点,A,令和6年度 自治体DX・情報化推進概要 個別資料（行政サービスの向上・高度化（市区町村））,https://www.soumu.go.jp/main_content/001048599.zip,汎用的電子申請システムについて「導入済み」と回答（第4回DR・自治体別Excel）,稼働中の電子申請窓口を確認したため満点（5点）
うるま市,II-2,行政手続DX,オンライン化対象手続の公表,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
うるま市,II-3,行政手続DX,書かない窓口・窓口DX,実装成果,5,2.5,部分点,A,マイナンバーカード活用事例一覧（デジタル庁）／令和6年度 自治体DX・情報化推進概要 個別資料（２）自治体フロントヤード改革取組状況等（市区町村）,https://www.soumu.go.jp/main_content/001048599.zip,マイナンバーカードを活用した窓口サービスを確認（第5回DR）,一部窓口での運用にとどまるため半点（2.5点）
うるま市,II-4,行政手続DX,キャッシュレス収納,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
うるま市,III-1,内部業務DX,電子決裁・文書管理,実装成果,5,2.5,部分点,A,令和6年度 自治体DX・情報化推進概要 個別資料（行政サービスの向上・高度化（市区町村））,https://www.soumu.go.jp/main_content/001048599.zip,財務会計・文書管理システムに電子決裁機能ありと回答（第4回DR・自治体別Excel）,導入の確認にとどまる。満点条件「全庁導入かつ電子決裁率を公表」は未確認のため半点（2.5点）。総務省調査の「決裁率を把握している」は決裁率の公表とは異なる
うるま市,III-2,内部業務DX,RPA・AI-OCR,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
うるま市,III-3,内部業務DX,生成AIの業務利用,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
うるま市,III-4,内部業務DX,ノーコード・ローコード／情報共有基盤,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
うるま市,IV-1,BPR・業務改革,BPR・業務改善の専管組織／推進体制,体制,5,5,満点,A,各課のご案内（行政マネジメント課／事務事業イノベーション推進室）,https://www.city.uruma.lg.jp/1001004000/contents/863.html,行政マネジメント課が定員管理・行革を所掌し、事務事業イノベーション推進室を機構図で確認,行革・業務改善の専管組織が存在するため満点（5点）
うるま市,IV-2,BPR・業務改革,BPR実施実績の公表,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
うるま市,V-1,デジタル人材,育成方針・研修体系,体制,5,2.5,部分点,A,令和6年度 自治体DX・情報化推進概要 個別資料（１）自治体DXの推進体制等（市区町村）,https://www.soumu.go.jp/main_content/001048599.zip,総務省2024年度調査で職員のデジタル人材育成（研修）の実施を確認（第5回DRが10市で確認）,研修実施の確認にとどまり、育成方針・計画の策定公表は未確認のため半点（2.5点）
うるま市,V-2,デジタル人材,外部専門人材の活用,体制,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
うるま市,V-3,デジタル人材,デジタル人材の採用・配置,体制,5,5,満点,A,令和6年度 自治体DX・情報化推進概要 個別資料（１）自治体DXの推進体制等（市区町村）,https://www.soumu.go.jp/main_content/001048599.zip,総務省2024年度調査でデジタル職種・採用区分「あり」／4人と回答（第5回DR）,ICT区分採用・専門職配置を確認したため満点（5点）
うるま市,VI-1,住民サービス・データ活用,LINE等を活用した行政サービス,実装成果,4,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
うるま市,VI-2,住民サービス・データ活用,マイナンバーカード活用サービス,実装成果,4,4,満点,A,マイナンバーカード活用事例一覧（デジタル庁）／J-LISコンビニ交付提供市区町村,https://www.lg-waps.go.jp/01-04.html,コンビニ交付に加えマイナンバーカード連携窓口サービスを確認（第5回DR）,コンビニ交付＋独自活用を確認したため満点（4点）
うるま市,VI-3,住民サービス・データ活用,オープンデータ,実装成果,4,2,部分点,A,デジタル庁「地方公共団体オープンデータ取組済自治体一覧」,https://www.digital.go.jp/resources/open_data,デジタル庁「地方公共団体オープンデータ取組済自治体一覧」（2026-06-30）に掲載。オープンデータ公開ページ／カタログ掲載を11市すべてで確認（第5回DR）,推奨データセットの公開と更新継続を全市同条件で確認できないため半点（2点）
うるま市,VI-4,住民サービス・データ活用,公共施設予約等のオンライン化,実装成果,3,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
宮古島市,I-1,DX推進方針・推進体制,DX推進計画・方針の策定,体制,6,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
宮古島市,I-2,DX推進方針・推進体制,計画の現行性,体制,4,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
宮古島市,I-3,DX推進方針・推進体制,全庁的推進本部の設置,体制,5,2,部分点,A,令和6年度 自治体DX・情報化推進概要 個別資料（１）自治体DXの推進体制等（市区町村）,https://www.soumu.go.jp/main_content/001048599.zip,総務省2024年度調査で「全庁的・横断的な推進体制あり」と回答（第5回DRが11市すべてで確認）,全庁的・横断的な推進体制の存在は確認できたが、設置要綱等の規程本文は未確認のため半点（2点）
宮古島市,I-4,DX推進方針・推進体制,ロードマップ・KPI・進捗公表,体制,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
宮古島市,II-1,行政手続DX,電子申請基盤の運用,実装成果,5,2.5,部分点,A,令和6年度 自治体DX・情報化推進概要 個別資料（行政サービスの向上・高度化（市区町村））,https://www.soumu.go.jp/main_content/001048599.zip,汎用的電子申請システムについて「令和6年度以降に導入予定」と回答（第4回DR・自治体別Excel）,ルーブリックの「導入予定の公表のみ」に該当（2.5点）。2026年時点の稼働は未確認のため満点にしない
宮古島市,II-2,行政手続DX,オンライン化対象手続の公表,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
宮古島市,II-3,行政手続DX,書かない窓口・窓口DX,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
宮古島市,II-4,行政手続DX,キャッシュレス収納,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
宮古島市,III-1,内部業務DX,電子決裁・文書管理,実装成果,5,2.5,部分点,A,令和6年度 自治体DX・情報化推進概要 個別資料（行政サービスの向上・高度化（市区町村））,https://www.soumu.go.jp/main_content/001048599.zip,人事給与・財務会計・文書管理の3システムに電子決裁機能ありと回答（第4回DR・自治体別Excel）,導入の確認にとどまる。満点条件「全庁導入かつ電子決裁率を公表」は未確認のため半点（2.5点）。総務省調査の「決裁率を把握している」は決裁率の公表とは異なる
宮古島市,III-2,内部業務DX,RPA・AI-OCR,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
宮古島市,III-3,内部業務DX,生成AIの業務利用,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
宮古島市,III-4,内部業務DX,ノーコード・ローコード／情報共有基盤,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
宮古島市,IV-1,BPR・業務改革,BPR・業務改善の専管組織／推進体制,体制,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
宮古島市,IV-2,BPR・業務改革,BPR実施実績の公表,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
宮古島市,V-1,デジタル人材,育成方針・研修体系,体制,5,2.5,部分点,A,令和6年度 自治体DX・情報化推進概要 個別資料（１）自治体DXの推進体制等（市区町村）,https://www.soumu.go.jp/main_content/001048599.zip,総務省2024年度調査で職員のデジタル人材育成（研修）の実施を確認（第5回DRが10市で確認）,研修実施の確認にとどまり、育成方針・計画の策定公表は未確認のため半点（2.5点）
宮古島市,V-2,デジタル人材,外部専門人材の活用,体制,5,5,満点,A,令和6年度 自治体DX・情報化推進概要 個別資料（１）自治体DXの推進体制等（市区町村）,https://www.soumu.go.jp/main_content/001048599.zip,総務省2024年度調査で外部デジタル人材の任用を確認（第5回DR）,外部専門人材の任用を確認したため満点（5点）
宮古島市,V-3,デジタル人材,デジタル人材の採用・配置,体制,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
宮古島市,VI-1,住民サービス・データ活用,LINE等を活用した行政サービス,実装成果,4,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
宮古島市,VI-2,住民サービス・データ活用,マイナンバーカード活用サービス,実装成果,4,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
